experience,country,education,languages,frameworks,company_size,salary_usd
12,USA,Bachelors,"Ruby, C++","Laravel, Ruby on Rails",51-200,136537
26,Germany,PhD,"C++, Go","Spring, Express",51-200,141777
32,Germany,Some College,"C++, Ruby","Flask, Laravel",11-50,159719
39,Germany,Some College,"Ruby, Java","Django, ASP.NET",1001-5000,166737
21,USA,PhD,"JavaScript, Rust","Vue, Laravel",1-10,181008
19,USA,Bachelors,"Python, C#","React, Express",5000+,140111
7,USA,Bachelors,"Rust, Swift","ASP.NET, Ruby on Rails",51-200,108721
0,Brazil,Bachelors,"Ruby, Java","Spring, Django",5000+,77573
22,UK,Masters,"Rust, Ruby","Laravel, Django",5000+,124422
34,Japan,Some College,"JavaScript, JavaScript","Express, React",11-50,160840
31,Canada,Bachelors,"PHP, Ruby","React, Flask",201-1000,168789
2,Germany,PhD,"Rust, PHP","Express, Express",1001-5000,95861
3,UK,Bachelors,"Go, Go","Express, Laravel",51-200,67778
25,USA,Bachelors,"Rust, C#","React, Express",5000+,191722
9,USA,Bachelors,"PHP, Ruby","ASP.NET, Express",5000+,153163
8,USA,Bachelors,"C++, Java","Angular, Ruby on Rails",1-10,133568
1,India,Masters,"C++, Python","Ruby on Rails, Spring",1001-5000,22989
9,USA,Bachelors,"PHP, C#","Ruby on Rails, Ruby on Rails",5000+,147659
30,Germany,Bachelors,"C++, Ruby","Django, React",51-200,125458
32,France,Bachelors,"Python, Python","Flask, Express",201-1000,161460
26,Australia,Masters,"Rust, Rust","Angular, Express",201-1000,157458
28,Singapore,Some College,"Rust, C#","Spring, Spring",201-1000,142349
1,USA,Some College,"Java, C++","React, Vue",51-200,108985
15,USA,Masters,"Java, Java","Spring, Django",11-50,166580
14,Japan,Bachelors,"JavaScript, Go","Flask, Laravel",201-1000,100435
8,USA,Bachelors,"Ruby, Go","Spring, Spring",11-50,128691
2,Germany,High School,"Go, Ruby","ASP.NET, Flask",201-1000,65069
22,Germany,Some College,"Ruby, C++","Angular, Flask",201-1000,116548
26,USA,Masters,"C#, Go","Spring, ASP.NET",1-10,206261
14,UK,Masters,"C++, Rust","React, Angular",1-10,100476
35,UK,Bachelors,"C++, Go","React, Vue",1-10,192530
30,Germany,Bachelors,"Python, Ruby","Ruby on Rails, Angular",5000+,136254
11,USA,Bachelors,"PHP, Go","Ruby on Rails, Spring",11-50,100700
3,USA,Masters,"Rust, C#","React, React",51-200,126618
38,USA,Bachelors,"Java, Java","ASP.NET, Vue",1-10,194930
25,USA,Masters,"JavaScript, Go","Laravel, Spring",11-50,183780
11,USA,Masters,"Go, Java","Express, Express",1-10,140384
25,Japan,Bachelors,"PHP, Python","Angular, Flask",51-200,138903
14,Germany,Bachelors,"Python, PHP","Express, Django",11-50,98401
9,Germany,Some College,"C++, Go","Spring, Ruby on Rails",1-10,82796
30,Germany,Bachelors,"Rust, C++","ASP.NET, Angular",11-50,126876
13,USA,Bachelors,"Rust, Go","Vue, Flask",51-200,153866
28,Canada,Bachelors,"Swift, PHP","Express, Vue",1-10,139867
28,UK,PhD,"Rust, Python","ASP.NET, Vue",5000+,147097
0,UK,Bachelors,"C++, Python","Express, Django",51-200,55817
34,USA,Masters,"Swift, Ruby","Flask, Django",5000+,213778
28,India,PhD,"JavaScript, Swift","Angular, Express",51-200,98602
36,UK,Masters,"JavaScript, Python","Express, Flask",51-200,165705
15,USA,Bachelors,"Ruby, Ruby","Laravel, Express",51-200,150311
20,Canada,Bachelors,"Swift, Rust","Angular, Ruby on Rails",51-200,124033
20,Canada,Some College,"Ruby, C#","Flask, Laravel",11-50,99755
34,USA,Bachelors,"Java, C++","Ruby on Rails, ASP.NET",11-50,164590
4,Germany,Masters,"Swift, Go","Express, Spring",51-200,74853
26,USA,Masters,"Go, Python","Django, Spring",1001-5000,200276
19,UK,Masters,"Ruby, Python","Angular, Angular",51-200,139936
1,India,PhD,"PHP, PHP","Flask, Angular",51-200,32067
40,Japan,Masters,"Go, Python","ASP.NET, React",201-1000,196585
25,Canada,PhD,"C#, C++","React, Flask",11-50,130507
40,USA,Masters,"C++, Go","Spring, Laravel",201-1000,258477
35,USA,Masters,"C++, C#","Spring, Django",201-1000,186259
10,USA,Bachelors,"Swift, Ruby","Vue, Spring",5000+,126939
12,Brazil,Bachelors,"Swift, Ruby","Django, Flask",11-50,76403
22,USA,Bachelors,"Rust, Java","Spring, Angular",11-50,168588
13,USA,Bachelors,"Go, Rust","Vue, Ruby on Rails",1001-5000,114784
11,India,Bachelors,"Rust, C#","React, Vue",51-200,41001
12,Germany,Bachelors,"C#, Go","ASP.NET, ASP.NET",1001-5000,110179
12,Australia,Bachelors,"C#, Rust","Ruby on Rails, Flask",5000+,83137
8,France,Bachelors,"Swift, C++","Laravel, Vue",5000+,105627
19,Germany,Bachelors,"C#, Ruby","Express, Spring",201-1000,116816
12,Germany,Bachelors,"Java, Java","Django, Vue",1001-5000,109532
28,USA,PhD,"Go, PHP","Vue, Flask",201-1000,194670
29,Germany,Bachelors,"Swift, PHP","Laravel, ASP.NET",1-10,125107
5,USA,Bachelors,"JavaScript, Python","Ruby on Rails, ASP.NET",1-10,117583
36,USA,Masters,"Rust, Java","ASP.NET, Spring",1001-5000,169939
11,USA,Bachelors,"Ruby, PHP","Express, Django",1001-5000,116241
29,USA,Bachelors,"PHP, Java","Laravel, Flask",11-50,185534
38,Canada,High School,"Rust, C++","Spring, Ruby on Rails",1001-5000,189423
10,USA,Masters,"PHP, Ruby","Laravel, ASP.NET",5000+,119716
1,India,Bachelors,"Java, C++","Spring, Express",51-200,18659
6,USA,PhD,"Rust, Go","Django, Vue",11-50,138194
14,USA,Masters,"Swift, JavaScript","ASP.NET, Flask",5000+,168764
33,USA,Masters,"Java, Java","ASP.NET, Spring",51-200,237114
4,Germany,Bachelors,"PHP, Ruby","Express, Express",51-200,79980
16,Brazil,Some College,"Swift, PHP","Express, Angular",1-10,108899
37,UK,Bachelors,"PHP, C#","Vue, Flask",1001-5000,168883
10,India,Masters,"Ruby, C#","Spring, Ruby on Rails",1001-5000,49045
34,USA,PhD,"C++, PHP","Laravel, Express",5000+,209152
22,Canada,PhD,"PHP, Java","ASP.NET, Express",51-200,139370
27,USA,Bachelors,"Swift, Go","Django, Spring",1-10,145078
39,Singapore,Masters,"Python, PHP","Vue, ASP.NET",1-10,186168
1,Brazil,Bachelors,"C#, PHP","Ruby on Rails, Express",201-1000,50761
12,USA,Masters,"C++, Java","React, Ruby on Rails",1001-5000,110038
20,Japan,Masters,"Swift, Java","Django, Angular",201-1000,140808
12,Canada,Bachelors,"Go, Go","Vue, Flask",5000+,114883
13,Australia,Bachelors,"C++, Python","Django, Laravel",201-1000,88969
33,USA,Masters,"Java, C++","Django, Spring",201-1000,215148
21,Japan,Bachelors,"Ruby, Swift","Express, Laravel",11-50,91860
14,Germany,Masters,"PHP, PHP","Django, Express",5000+,128401
12,USA,Some College,"PHP, C++","Ruby on Rails, Laravel",1-10,107658
19,Germany,PhD,"Swift, Go","Angular, ASP.NET",1001-5000,130750
7,India,Some College,"Swift, Ruby","ASP.NET, Vue",201-1000,33249
32,Germany,Masters,"Java, Rust","Vue, ASP.NET",1-10,170736
38,India,Bachelors,"PHP, Swift","Flask, Spring",201-1000,154718
14,USA,Masters,"JavaScript, Swift","Spring, React",1001-5000,144419
40,USA,Masters,"Ruby, Java","Django, Express",1001-5000,263085
2,USA,Masters,"Rust, Swift","React, Express",1001-5000,92198
1,Brazil,High School,"C++, C#","Angular, Laravel",201-1000,52604
3,USA,Bachelors,"Ruby, C#","Express, Ruby on Rails",1001-5000,112282
9,Singapore,Bachelors,"Python, C++","Laravel, Flask",1-10,77807
32,USA,Bachelors,"Rust, Rust","Angular, Angular",5000+,168779
12,USA,Bachelors,"Go, Java","Vue, Express",201-1000,101962
34,Japan,Bachelors,"Swift, Swift","ASP.NET, Angular",5000+,181613
32,USA,Bachelors,"Rust, Go","Vue, Express",1-10,161815
38,Canada,Bachelors,"C++, Swift","ASP.NET, Flask",201-1000,152514
34,Germany,Masters,"PHP, Ruby","Django, Angular",51-200,139969
2,USA,Masters,"Python, C#","Laravel, React",51-200,106380
30,India,Bachelors,"C#, Ruby","Laravel, Express",11-50,89207
15,USA,Some College,"PHP, C#","Vue, Spring",51-200,117003
1,France,Some College,"Rust, Java","Express, Spring",1-10,62031
4,Canada,Bachelors,"Go, Rust","Ruby on Rails, Flask",5000+,75457
3,Germany,Bachelors,"Swift, Ruby","Flask, Django",1-10,72175
7,India,Bachelors,"Java, Python","React, Express",1-10,36139
25,Brazil,Masters,"Java, PHP","Laravel, Django",1-10,145005
31,Japan,Bachelors,"C#, Python","Laravel, Vue",1-10,145266
19,USA,Masters,"Java, PHP","Laravel, Laravel",1-10,125988
9,USA,Masters,"Python, JavaScript","Express, Spring",1001-5000,110639
37,Canada,Bachelors,"Swift, PHP","ASP.NET, React",51-200,181291
4,Canada,Bachelors,"Rust, Python","Django, Django",11-50,74683
24,UK,Bachelors,"Java, Rust","Express, ASP.NET",5000+,118471
4,India,High School,"Java, Java","Ruby on Rails, Spring",1001-5000,30505
27,Japan,Bachelors,"JavaScript, PHP","Flask, ASP.NET",201-1000,124048
30,USA,Some College,"Swift, Python","Spring, Express",1001-5000,180186
24,India,Bachelors,"Java, Python","Flask, Laravel",5000+,112596
34,USA,Some College,"JavaScript, Ruby","Spring, Angular",5000+,233550
27,USA,Bachelors,"Rust, Rust","Spring, Angular",201-1000,192697
15,India,High School,"C++, Ruby","ASP.NET, React",11-50,57688
32,USA,Masters,"C++, C#","Ruby on Rails, Laravel",11-50,195476
27,Australia,Bachelors,"Rust, Rust","Flask, Django",1-10,135319
8,USA,Bachelors,"JavaScript, C++","React, Laravel",5000+,147630
31,USA,Masters,"C#, JavaScript","ASP.NET, React",51-200,192509
14,India,High School,"Go, C++","ASP.NET, Spring",5000+,66747
30,India,Bachelors,"Python, C++","Laravel, Flask",201-1000,113204
35,Germany,Bachelors,"C#, C#","Django, Angular",1-10,172787
37,USA,Masters,"Java, Go","Django, Laravel",11-50,190763
24,Germany,Bachelors,"PHP, Rust","Flask, Ruby on Rails",11-50,129613
31,USA,Bachelors,"C#, Go","Angular, Vue",11-50,180841
5,India,Bachelors,"C++, Rust","Express, Express",5000+,44268
23,USA,Bachelors,"Java, Rust","ASP.NET, Django",5000+,140797
32,USA,Masters,"PHP, Java","React, Laravel",1-10,187352
33,USA,Some College,"C++, C#","Vue, Express",1001-5000,189744
3,USA,High School,"JavaScript, Rust","ASP.NET, Django",1001-5000,95268
23,Canada,Bachelors,"Python, C#","Flask, React",11-50,117893
37,Canada,Bachelors,"Java, Go","Angular, Angular",11-50,183403
25,USA,Some College,"PHP, Java","Angular, ASP.NET",1001-5000,178775
36,USA,High School,"PHP, Python","Angular, React",11-50,173375
9,Australia,Some College,"Ruby, PHP","Angular, Laravel",51-200,67209
27,USA,Some College,"Ruby, Ruby","Laravel, ASP.NET",201-1000,177112
16,UK,Bachelors,"PHP, Go","Express, Ruby on Rails",201-1000,91652
32,Germany,Masters,"C#, JavaScript","Express, Laravel",11-50,151014
23,Australia,Masters,"Python, C++","Laravel, Flask",5000+,150137
4,USA,Bachelors,"Go, Java","Express, Angular",201-1000,93051
12,India,Bachelors,"C#, C++","Vue, ASP.NET",11-50,55969
34,UK,High School,"Go, C#","Django, Express",11-50,150103
11,India,Masters,"C++, Java","Ruby on Rails, React",11-50,61541
15,France,Masters,"Ruby, PHP","Express, Flask",1001-5000,112398
9,USA,Masters,"JavaScript, Go","React, ASP.NET",1-10,126271
2,France,Bachelors,"C++, Java","React, Django",5000+,80570
22,India,Bachelors,"Ruby, Go","Django, Laravel",51-200,67921
10,USA,Bachelors,"Rust, C++","Express, Flask",51-200,142631
14,USA,Masters,"PHP, Python","Spring, Django",11-50,117088
34,USA,Some College,"Rust, Go","Express, Flask",51-200,212317
37,USA,Masters,"C++, C++","Angular, Ruby on Rails",201-1000,238383
37,India,Masters,"C#, JavaScript","Angular, Angular",51-200,130999
23,India,Bachelors,"JavaScript, Python","Angular, Laravel",1001-5000,69802
39,India,Bachelors,"JavaScript, Rust","ASP.NET, Ruby on Rails",11-50,151513
29,UK,Bachelors,"Go, Go","ASP.NET, Spring",1-10,174057
37,Germany,Bachelors,"C#, Swift","Express, Django",5000+,167352
28,Canada,Some College,"C++, Python","Flask, Angular",1-10,169593
8,USA,Bachelors,"Python, C#","React, Flask",11-50,132003
9,Japan,Bachelors,"Python, C++","Flask, Django",201-1000,78320
22,USA,Masters,"PHP, Ruby","Django, Laravel",1-10,177629
40,Canada,High School,"Swift, C#","Flask, React",5000+,203770
27,Japan,Masters,"Ruby, C++","Express, Express",1-10,124879
18,Germany,Some College,"Python, C++","React, Ruby on Rails",11-50,107659
35,Canada,Some College,"C#, PHP","Django, Laravel",1001-5000,153395
19,Canada,Masters,"Swift, PHP","Angular, React",201-1000,107917
36,Germany,Bachelors,"C++, Java","Django, ASP.NET",1-10,146359
18,Germany,Bachelors,"C++, Swift","Django, Laravel",1-10,133521
4,USA,Masters,"C++, Java","Spring, Flask",201-1000,95763
22,USA,Bachelors,"Swift, Go","React, Ruby on Rails",11-50,147000
37,Germany,Bachelors,"C++, Java","Express, Laravel",1-10,186375
2,India,Bachelors,"Java, C++","Vue, ASP.NET",201-1000,19907
6,USA,Bachelors,"C#, Java","Flask, Laravel",201-1000,123114
15,UK,PhD,"Go, Java","React, Vue",201-1000,121002
27,USA,Masters,"Python, Go","ASP.NET, ASP.NET",1-10,197419
18,USA,Bachelors,"Go, C#","Vue, Vue",1-10,136273
35,USA,Bachelors,"Rust, Python","React, Flask",201-1000,215490
22,India,Masters,"JavaScript, Java","Express, Django",1001-5000,82591
37,USA,Some College,"Swift, Ruby","React, Flask",1-10,225151
16,USA,Bachelors,"JavaScript, PHP","Vue, Express",201-1000,121714
21,UK,Bachelors,"Python, C#","Vue, Vue",11-50,111137
24,France,Some College,"Python, PHP","Spring, Angular",1001-5000,119117
18,USA,Some College,"Rust, Java","Express, Express",51-200,143340
24,USA,Bachelors,"C++, Java","Laravel, Angular",1001-5000,159927
6,USA,High School,"Swift, Rust","Ruby on Rails, React",201-1000,122776
30,Canada,Some College,"C#, C++","Django, Django",1001-5000,142668
25,Australia,Masters,"Go, Python","Angular, Angular",5000+,132249
26,Australia,Bachelors,"Swift, Rust","Ruby on Rails, React",11-50,107541
10,USA,Masters,"Go, PHP","Laravel, Laravel",51-200,128486
33,UK,Some College,"Go, Swift","React, Spring",51-200,170803
40,Japan,Bachelors,"JavaScript, JavaScript","Django, React",201-1000,145726
0,USA,Some College,"Rust, JavaScript","Flask, Vue",51-200,84329
33,Japan,Masters,"C++, Java","Angular, Ruby on Rails",51-200,154668
17,Japan,Bachelors,"Java, Rust","ASP.NET, Ruby on Rails",11-50,115605
40,USA,Masters,"C#, Swift","Express, Express",1-10,198805
13,USA,Masters,"Rust, Go","Express, Flask",1001-5000,114888
3,USA,Masters,"JavaScript, Python","Angular, Express",1001-5000,109568
5,USA,Masters,"PHP, Go","Django, Vue",5000+,108655
4,France,Some College,"Java, C++","Flask, Angular",5000+,83173
15,USA,Bachelors,"C#, PHP","ASP.NET, React",51-200,134595
17,USA,Some College,"Ruby, Swift","ASP.NET, ASP.NET",1-10,129295
20,USA,Bachelors,"JavaScript, JavaScript","Express, Flask",5000+,175378
12,Canada,Masters,"Go, Swift","ASP.NET, Flask",5000+,133049
36,USA,Masters,"Java, Go","Laravel, Flask",1001-5000,192407
35,USA,Masters,"Ruby, Swift","Ruby on Rails, Laravel",5000+,198593
27,USA,Some College,"Ruby, C++","Django, React",201-1000,184550
24,Singapore,Some College,"PHP, Go","Laravel, Flask",51-200,133444
17,USA,Bachelors,"Java, Java","Ruby on Rails, React",11-50,164370
32,France,Bachelors,"C++, JavaScript","Laravel, React",1001-5000,171915
29,Japan,Bachelors,"Swift, Python","Django, ASP.NET",51-200,164014
4,India,Some College,"Ruby, PHP","Spring, Angular",1001-5000,24796
25,Canada,Bachelors,"Java, Rust","Laravel, Express",11-50,125594
0,USA,Some College,"Java, Swift","Vue, Django",11-50,88402
5,Canada,Masters,"Rust, Swift","Laravel, Angular",5000+,107064
8,USA,Some College,"Swift, C++","Spring, Angular",5000+,137644
34,Germany,Some College,"Java, Ruby","Angular, Spring",5000+,201675
38,UK,Bachelors,"C#, Go","ASP.NET, Vue",51-200,179694
4,USA,Masters,"Ruby, Swift","Django, Angular",5000+,145450
21,USA,Bachelors,"Go, Java","Django, React",1-10,137181
4,UK,Some College,"JavaScript, Python","Express, Flask",201-1000,61141
28,Japan,Bachelors,"C#, Java","React, Spring",5000+,159501
33,USA,High School,"PHP, Python","Django, Angular",201-1000,160394
30,Germany,Bachelors,"Ruby, Ruby","React, Vue",201-1000,156965
1,USA,Masters,"JavaScript, Go","React, Spring",1-10,121164
5,USA,Bachelors,"Rust, Rust","Spring, Express",201-1000,117078
23,USA,Bachelors,"Swift, Go","Ruby on Rails, Spring",201-1000,127877
0,USA,Masters,"Swift, C#","Express, ASP.NET",5000+,109012
37,India,Bachelors,"Java, Python","Express, Express",5000+,116346
35,USA,Masters,"C#, Python","Django, ASP.NET",201-1000,239071
20,USA,Bachelors,"Swift, JavaScript","Spring, Laravel",1-10,169508
38,France,Bachelors,"Ruby, Swift","Django, Django",201-1000,142325
39,USA,High School,"PHP, Rust","Flask, Django",1-10,211006
8,Canada,Bachelors,"Java, JavaScript","Express, Laravel",1-10,98905
24,USA,Bachelors,"Rust, JavaScript","Angular, Ruby on Rails",1001-5000,148842
19,Japan,Bachelors,"Python, Rust","Flask, Django",51-200,120363
9,UK,Bachelors,"Python, Go","Vue, Vue",1001-5000,83570
39,Australia,Masters,"Python, Go","Laravel, Laravel",51-200,210322
19,Canada,Masters,"Python, C#","Laravel, Laravel",1001-5000,136527
1,Germany,Bachelors,"Rust, C#","ASP.NET, Vue",11-50,67850
10,USA,Masters,"C#, Swift","Flask, Ruby on Rails",1-10,112241
38,Germany,Bachelors,"Go, Go","Express, Flask",1001-5000,175843
22,Japan,Masters,"JavaScript, JavaScript","Angular, Flask",5000+,137242
28,India,PhD,"C++, JavaScript","ASP.NET, Spring",1-10,109804
7,USA,Bachelors,"Swift, C#","Django, Angular",201-1000,96480
9,USA,High School,"C++, Java","React, Flask",5000+,136952
16,USA,Masters,"Swift, Rust","ASP.NET, React",1001-5000,147582
31,Canada,Some College,"C#, JavaScript","Spring, React",51-200,177029
19,Germany,Some College,"C++, C#","Express, Ruby on Rails",5000+,106979
9,USA,High School,"PHP, Swift","Django, Flask",201-1000,117638
13,Brazil,Bachelors,"PHP, Go","Angular, React",11-50,80319
38,Canada,Bachelors,"Java, Swift","Ruby on Rails, Ruby on Rails",201-1000,153308
17,USA,Masters,"PHP, Rust","Angular, Django",5000+,184273
34,USA,Bachelors,"PHP, Ruby","Spring, Express",5000+,178286
2,India,Masters,"JavaScript, Java","Express, Laravel",201-1000,34939
5,Canada,Bachelors,"Java, Swift","Spring, React",5000+,97964
22,USA,Some College,"C++, Ruby","Express, Laravel",11-50,162790
39,India,Some College,"C#, C#","React, Laravel",1001-5000,139836
11,France,Bachelors,"Rust, C++","Django, Ruby on Rails",5000+,88357
17,USA,Masters,"Go, Swift","Angular, ASP.NET",201-1000,162545
28,UK,PhD,"PHP, C++","Ruby on Rails, Flask",201-1000,183687
11,Germany,Masters,"JavaScript, C++","Spring, ASP.NET",11-50,90010
12,Japan,Masters,"Go, PHP","Spring, Flask",1-10,103656
27,Brazil,Bachelors,"Go, PHP","React, Vue",201-1000,149265
19,Australia,Bachelors,"C++, Rust","Spring, Vue",1001-5000,109853
11,USA,Masters,"Go, Swift","Django, Angular",1001-5000,112123
35,India,Some College,"PHP, Go","Laravel, Laravel",201-1000,96654
31,Japan,Bachelors,"Go, Ruby","Django, Vue",5000+,157732
23,UK,Bachelors,"JavaScript, Go","Ruby on Rails, Spring",51-200,139569
37,Canada,Masters,"JavaScript, Java","Flask, Flask",201-1000,207391
24,UK,High School,"C++, Go","Angular, React",11-50,149264
32,USA,Masters,"Java, JavaScript","Django, Flask",1-10,215452
39,USA,Bachelors,"Ruby, Ruby","Flask, Laravel",11-50,245748
26,USA,Bachelors,"JavaScript, Python","ASP.NET, Laravel",1001-5000,159680
28,UK,Masters,"C++, Ruby","Laravel, Vue",5000+,141129
10,UK,Masters,"Rust, C#","Vue, Ruby on Rails",11-50,106119
29,USA,Masters,"PHP, Swift","Ruby on Rails, Flask",1-10,153516
16,Germany,Bachelors,"Swift, PHP","Flask, Express",201-1000,122686
17,Singapore,Bachelors,"Swift, Python","Vue, Express",5000+,129552
38,USA,Bachelors,"JavaScript, Go","Django, React",1001-5000,206072
0,Germany,Bachelors,"Rust, C++","Ruby on Rails, Ruby on Rails",51-200,70509
11,Singapore,High School,"Java, PHP","Django, Laravel",1-10,89800
20,USA,Masters,"C++, Ruby","Laravel, React",51-200,146594
19,USA,High School,"Go, JavaScript","ASP.NET, Angular",5000+,151293
23,UK,Masters,"PHP, Java","Express, Vue",51-200,150393
22,USA,Some College,"Java, Java","Ruby on Rails, Django",1-10,133391
9,India,High School,"Python, JavaScript","Flask, Laravel",201-1000,36861
7,USA,Masters,"Go, Python","ASP.NET, Vue",201-1000,101537
23,Singapore,Masters,"Python, Swift","Laravel, Vue",1-10,138417
31,Canada,Masters,"Swift, C++","Vue, ASP.NET",51-200,185290
39,India,Masters,"JavaScript, Python","ASP.NET, Laravel",5000+,165045
23,USA,Masters,"Go, Swift","React, React",11-50,157924
11,India,Bachelors,"Go, Ruby","Spring, Laravel",11-50,43944
35,Singapore,Some College,"JavaScript, PHP","Spring, Flask",201-1000,151356
33,USA,Some College,"Go, Go","ASP.NET, Spring",201-1000,158948
21,India,Masters,"Java, Ruby","ASP.NET, Flask",1-10,89866
